abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"Amid the national debate over regulation, women’s participation in shooting sports has surged in the last decade, while many gun dealers said the number of female customers went up in 2011.","PAINESVILLE, Ohio — Mary Ann Froebe stood feet apart with knees slightly bent and aimed the .22-caliber Ruger semiautomatic.","{'main': 'Rising Voice of Gun Ownership Is Female', 'kicker': None, 'content_kicker': None, 'print_headline': 'Rising Voice of Gun Ownership Is Female', 'name': None, 'seo': None, 'sub': None}",Rising Voice of Gun Ownership Is Female,0.16666666666666666,0.24444444444444444,-0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,2013,2
"A Florida home for wayward boys was once synonymous with horrific conditions. Now, some are trying to discern what occurred by digging for bodies on the campus’s grounds.","MARIANNA, Fla. — Nobody is quite sure how many boys’ bodies lie beneath the grounds of the notorious Arthur G. Dozier School for Boys, or which one is Thomas or Owen or Robert. ","{'main': 'At Boys’ Home, Seeking Graves, and the Reason', 'kicker': None, 'content_kicker': None, 'print_headline': 'At Boys’ Home, Seeking Graves, And the Reason', 'name': None, 'seo': None, 'sub': None}","At Boys’ Home, Seeking Graves, and the Reason",-1.0,1.0,0.5,0.6944444444444444,0.0,0.0,2013,2
Emergency crews in the Northeast continued to work Sunday to restore power to the region and to clear highways after a storm dumped more than three feet of snow in some areas.,"Grabbing shovels large and small, residents and emergency workers across the Northeast struggled to dig out on Sunday after a gigantic midwinter storm left much of the region buried under drifting snow. ","{'main': 'Anxiety Grows as Thousands Remain Stranded and in the Dark After Storm', 'kicker': None, 'content_kicker': None, 'print_headline': 'Anxiety Grows as Thousands Remain Stranded and in the Dark After Storm', 'name': None, 'seo': None, 'sub': None}",Anxiety Grows as Thousands Remain Stranded and in the Dark After Storm,0.3,0.44166666666666665,0.04107142857142857,0.2571428571428571,-0.15,0.4,2013,2
"Some legislators say it is time to stop the practice of former lawmakers going straight into lobbying jobs and are suggesting, at the least, a cooling-off period, which 35 states already require.",It is a familiar sight at the start of every legislative session in Austin.,"{'main': 'Leaving the Legislature, but Not Going Very Far', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Leaving the Legislature, But Not Going Very Far', 'name': None, 'seo': None, 'sub': None}","Leaving the Legislature, but Not Going Very Far",-0.033333333333333326,0.26666666666666666,0.375,0.5,0.13,1.0,2013,2
Gov. Rick Perry’s four-day “business recruitment trip” to California escalates his raids on the state’s economy.,What could be more fun than a throwdown between Governor Goodhair and Governor Moonbeam?,"{'main': 'Perry Swoops Down on California Business, and Jerry Brown Is Not Impressed', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Perry Swoops Down on California Business, and Jerry Brown Is Not Impressed', 'name': None, 'seo': None, 'sub': None}","Perry Swoops Down on California Business, and Jerry Brown Is Not Impressed",0.0,0.0,0.4,0.35,-0.3277777777777778,0.6444444444444445,2013,2
President Obama on Monday bestowed the nation’s highest military honor on Clinton Romesha for defending a remote American outpost in Afghanistan from a Taliban attack in 2009.,"WASHINGTON — Saluting Clinton Romesha for embodying the soldier’s creed of never leaving behind a fallen comrade, President Obama on Monday bestowed the Medal of Honor on him for courageously defending a remote American outpost in eastern Afghanistan from a ferocious attack by more than 300 Taliban fighters.","{'main': 'Obama Awards Medal of Honor to Former Army Sergeant', 'kicker': None, 'content_kicker': None, 'print_headline': 'Obama Awards Medal of Honor to Former Army Sergeant', 'name': None, 'seo': None, 'sub': None}",Obama Awards Medal of Honor to Former Army Sergeant,-0.06666666666666667,0.10000000000000002,0.0,0.35,0.0,0.0,2013,2
"Senator Robert Menendez of New Jersey discouraged any government gift of port security equipment to the Dominican Republic, citing concern for a company run by his friend, a major campaign contributor.","WASHINGTON — Senator Robert Menendez sought to discourage any plan by the United States government to donate port security equipment to the Dominican Republic, citing concern that the advanced screening gear might undermine efforts by a private company — run by a major campaign contributor and friend of his — to do the work.","{'main': 'Menendez Backed Donor on Port Security Plan', 'kicker': None, 'content_kicker': None, 'print_headline': 'Details Emerging In Menendez Case', 'name': None, 'seo': None, 'sub': None}",Menendez Backed Donor on Port Security Plan,0.09943181818181818,0.4772727272727273,0.15416666666666667,0.4916666666666667,0.0,0.0,2013,2
"White House officials are looking at a cut that would take the arsenal of deployed weapons to just above 1,000, compared with the current 1,700.",WASHINGTON — President Obama will use his State of the Union speech on Tuesday to reinvigorate one of his signature national security objectives — drastically reducing nuclear arsenals around the world — after securing agreement in recent months with the United States military that the American nuclear force can be cut in size by roughly a third.,"{'main': 'Obama to Renew Drive for Cuts in Nuclear Arms', 'kicker': None, 'content_kicker': None, 'print_headline': 'Obama to Renew Drive for Cuts in Nuclear Arms', 'name': None, 'seo': None, 'sub': None}",Obama to Renew Drive for Cuts in Nuclear Arms,0.0,0.16666666666666666,-0.025,0.0875,0.0,0.0,2013,2
"Karen Mills, who took over the Small Business Administration at the height of the global recession, will step down when the Senate confirms her replacement.","President Obama’s small business adviser is stepping down, the White House said on Monday.","{'main': 'Obama’s Small Business Adviser Announces Resignation', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Obama’s Small Business Adviser Announces Resignation,-0.13518518518518519,0.22962962962962963,-0.13518518518518519,0.22962962962962963,-0.25,0.4,2013,2
A slowdown linked to a weak economy and structural changes could help alleviate the country’s fiscal troubles.,"WASHINGTON — A sharp and surprisingly persistent slowdown in the growth of health care costs is helping to narrow the federal deficit, leaving budget experts trying to figure out whether the trend will last and how much the slower growth could help alleviate the country’s long-term fiscal problems.","{'main': 'Slower Growth of Health Costs Eases Budget Deficit', 'kicker': None, 'content_kicker': None, 'print_headline': 'Slower Growth Of Health Costs Narrows Deficit', 'name': None, 'seo': None, 'sub': None}",Slower Growth of Health Costs Eases Budget Deficit,-0.375,0.625,0.11499999999999999,0.3833333333333333,0.0,0.0,2013,2
Some House Republicans object to allowing Native American police and courts to pursue non-Indians who attack women on tribal land.,"WASHINGTON — At 26, Diane Millich fell in love with and married a white man, moving with him in 1998 to a home on her native Southern Ute reservation in southern Colorado where, in short order, her life was consumed by domestic violence.","{'main': 'Measure to Protect Women Stuck on Tribal Land Issue', 'kicker': None, 'content_kicker': None, 'print_headline': 'Measure to Protect Women Stuck on Tribal Land Issue', 'name': None, 'seo': None, 'sub': None}",Measure to Protect Women Stuck on Tribal Land Issue,0.0,0.0,0.10714285714285714,0.17857142857142858,0.0,0.0,2013,2
Several towns in Massachusetts were without power after waves breached sea walls and swamped entire electric systems in the aftermath of the snowstorm.,"SCITUATE, Mass. — The monster snowstorm that buried the Northeast shut down all power to this seaside town on the South Shore of Boston and left Pearl Low without a warm bed.","{'main': 'Along the Beach, the View’s Still There, but Power Is Gone', 'kicker': None, 'content_kicker': None, 'print_headline': 'Along Beach, View’s Still Great, but It’s Cold Inside and Out', 'name': None, 'seo': None, 'sub': None}","Along the Beach, the View’s Still There, but Power Is Gone",0.0,0.3125,0.1111111111111111,0.2972222222222222,0.0,0.0,2013,2
"Admissions officers seek a diverse student body and want to hear what has shaped a student’s life, including if you are the first in your family to attend college.","Dr. Michele Hernandez is the former assistant director of admissions at Dartmouth College, co-founder of Application Boot Camp On-Demand, and the author of several books on college admissions.","{'main': 'Tips for First-Generation College Applicants', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Tips for First-Generation College Applicants,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,2013,2
"Political news from today’s Times and around the Web, plus a look at the latest happenings in Washington.",In Today’s Times,"{'main': 'The Early Word: Reinvigorate', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Early Word: Reinvigorate,0.25,0.5,0.0,0.0,0.1,0.3,2013,2
"Ted Nugent, the rocker whose staunch defense of gun rights and inflammatory insults of President Obama have made him a hero with many conservatives, will attend the State of the Union address.","Ted Nugent, the gun-loving, bow-hunting rocker whose staunch defense of Second Amendment rights and inflammatory insults of President Obama have made him a hero with many conservatives, will attend the president’s State of the Union address on Tuesday night.","{'main': 'Ted Nugent Will Attend State of the Union Address', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Ted Nugent Will Attend State of the Union Address,0.5,0.5,0.25,0.25,0.0,0.0,2013,2
A coalition of groups opposed to hydraulic fracturing is getting an early start on caucus season with an ad aimed at New York’s governor in The Des Moines Register.,"Increasingly, for Gov. Andrew M. Cuomo of New York, all politics are national.","{'main': 'Environmental Groups Leverage Iowa 2016 Against Cuomo', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Environmental Groups Leverage Iowa 2016 Against Cuomo,0.11818181818181818,0.37727272727272726,0.13636363636363635,0.45454545454545453,0.0,0.0,2013,2
"Gun safety, just a year ago a third rail of American politics, will emerge as a central legislative issue in Washington this week.","Gun safety, just a year ago a third rail of American politics, will emerge as a central legislative issue in Washington this week. A bipartisan group of senators is close to finishing consensus legislation to enhance background checks on gun owners – which may well emerge as the chief Senate bill on gun safety – and President Obama will press his case for new restrictions on guns in his State of the Union address before Congress, where victims of gun violence will be peppered throughout the audience.","{'main': 'Bipartisan Bill and Obama Speech to Put Spotlight on Gun Safety', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Bipartisan Bill and Obama Speech to Put Spotlight on Gun Safety,0.0,0.08333333333333333,0.03409090909090909,0.17613636363636365,0.0,0.0,2013,2
